,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
778,-1.0,3.0,63.0,7875,2,-1,4,4,4,5,3,17.0,7,7,5.0,8,7,5,1995,1996,5,7,11.0,11.0,4,38.0,3,3,4,5,5,2,2,0,0,1237,1237,5,4,2,5,1253,0,0,1253,0,0,2,0,3,1,3,6,8,1,4,6,1995.0,4,2,402,4,4,3,220,21,0,0,0,0,-1,-1,-1,0,6,2007,10,6,176000
779,-1.0,3.0,65.0,7153,2,-1,4,4,4,5,3,5.0,7,7,5.0,5,6,5,1992,1992,5,7,3.0,3.0,-1,0.0,4,4,4,5,4,2,6,387,0,374,761,5,5,2,5,810,793,0,1603,0,0,2,1,3,1,4,7,8,0,-1,6,1992.0,3,2,484,4,4,3,0,124,0,0,0,0,-1,-1,-1,0,7,2006,10,6,175900
780,-1.0,3.0,67.0,16285,2,-1,2,4,4,5,3,20.0,7,7,5.0,8,7,5,2001,2002,5,7,3.0,3.0,-1,0.0,4,3,4,5,4,2,2,0,0,1413,1413,5,5,2,5,1430,0,0,1430,0,0,2,0,3,1,4,6,8,0,-1,6,2001.0,3,2,605,4,4,3,0,33,0,0,0,0,-1,-1,-1,0,6,2009,10,6,187100
781,-1.0,3.0,69.0,9101,2,-1,3,4,4,4,3,14.0,7,7,5.0,2,5,6,1978,1978,5,7,7.0,7.0,4,104.0,3,4,4,5,4,4,7,1097,0,0,1097,5,5,2,5,1110,0,0,1110,1,0,1,0,1,1,4,4,8,1,4,6,1978.0,4,2,602,4,4,3,303,30,0,0,0,0,-1,-1,-1,0,7,2009,10,6,165500
782,-1.0,1.0,35.0,6300,2,2,4,4,4,5,3,8.0,7,7,5.0,3,6,6,1914,2001,5,7,-1.0,-1.0,-1,0.0,3,3,5,4,4,2,2,0,0,742,742,5,5,2,5,742,742,0,1484,0,0,2,0,3,1,3,9,8,1,5,-1,1980.0,-1,0,0,-1,-1,3,0,291,134,0,0,0,-1,-1,-1,0,6,2008,10,6,128000
783,-1.0,3.0,69.0,9790,2,-1,4,4,4,5,3,9.0,8,7,5.0,8,6,5,1967,1967,5,7,14.0,-1.0,-1,0.0,3,3,5,4,4,2,4,251,630,491,1372,5,3,2,5,1342,0,0,1342,0,0,2,0,3,1,3,7,8,1,5,6,1967.0,2,2,457,4,4,3,0,0,0,0,197,0,-1,-1,-1,0,9,2009,10,6,161500
784,-1.0,1.0,60.0,10800,2,-1,4,4,4,5,3,8.0,9,7,5.0,7,5,6,1915,1950,5,7,9.0,9.0,-1,0.0,3,4,4,3,4,2,3,686,0,0,686,5,3,2,5,966,686,0,1652,1,0,2,0,4,1,3,7,8,0,-1,2,1961.0,2,1,416,4,4,3,0,0,196,0,0,0,-1,-1,3,1200,6,2010,10,6,139000
785,-1.0,3.0,76.0,10142,2,-1,3,4,4,5,3,5.0,7,7,5.0,5,7,5,2004,2004,5,7,3.0,3.0,-1,0.0,4,3,4,5,4,2,7,656,0,300,956,5,5,2,5,956,1128,0,2084,1,0,2,1,4,1,4,8,8,0,-1,4,2004.0,3,2,618,4,4,3,0,45,0,0,0,0,-1,-1,-1,0,1,2010,10,6,233000
786,-1.0,1.0,50.0,6000,2,-1,4,4,4,4,3,8.0,7,7,5.0,8,4,7,1954,2000,5,7,9.0,9.0,-1,0.0,3,3,5,4,4,2,2,0,0,901,901,5,5,2,5,901,0,0,901,0,0,1,0,2,1,3,4,8,0,-1,2,1954.0,2,1,281,3,4,3,0,0,0,0,0,0,-1,-1,-1,0,8,2008,10,6,107900
787,-1.0,3.0,69.0,12205,2,-1,3,1,4,5,3,21.0,7,7,5.0,5,6,8,1966,2007,5,7,11.0,11.0,4,157.0,3,3,5,4,3,5,3,568,0,264,832,5,4,2,5,976,1111,0,2087,0,0,2,1,5,1,4,9,8,0,-1,6,1966.0,4,2,444,4,4,3,133,168,0,0,0,0,-1,-1,-1,0,7,2007,10,6,187500
788,-1.0,3.0,43.0,3182,2,-1,4,4,4,5,3,25.0,7,7,2.0,8,7,5,2005,2006,5,7,3.0,3.0,4,11.0,4,3,4,5,4,2,7,16,0,1129,1145,5,5,2,5,1145,0,0,1145,0,0,2,0,2,1,4,5,8,1,5,6,2005.0,4,2,397,4,4,3,100,16,0,0,0,0,-1,-1,-1,0,9,2009,10,6,160200
789,-1.0,3.0,69.0,11333,2,-1,3,4,4,4,3,14.0,7,7,5.0,1,6,5,1976,1976,5,7,11.0,11.0,-1,0.0,3,3,4,5,4,4,6,539,0,490,1029,5,3,2,5,1062,0,0,1062,1,0,1,0,3,1,3,5,8,2,4,6,1976.0,3,2,539,4,4,3,120,0,0,0,0,0,-1,-1,-1,0,5,2007,10,6,146800
790,-1.0,3.0,92.0,9920,2,-1,3,4,4,3,3,12.0,7,7,5.0,5,7,5,1996,1997,5,7,9.0,9.0,-1,0.0,4,3,4,5,4,4,7,862,0,255,1117,5,5,2,5,1127,886,0,2013,1,0,2,1,3,1,3,8,8,1,4,6,1997.0,2,2,455,4,4,3,180,130,0,0,0,0,-1,-1,-1,0,6,2007,10,6,269790
791,-1.0,3.0,76.0,9158,2,-1,4,4,4,5,3,4.0,7,7,5.0,8,8,5,2007,2007,5,7,12.0,-1.0,1,140.0,4,3,4,5,4,4,2,0,0,1496,1496,5,5,2,5,1496,0,0,1496,0,0,2,0,3,1,4,7,8,0,-1,6,2007.0,4,2,474,4,4,3,168,130,0,0,0,0,-1,-1,-1,0,6,2007,7,1,225000
792,-1.0,3.0,69.0,10832,2,-1,3,4,4,4,3,17.0,7,7,5.0,5,7,5,1994,1996,5,7,9.0,9.0,-1,0.0,4,3,4,5,4,2,2,0,0,712,712,5,5,2,5,1086,809,0,1895,0,0,2,1,3,1,4,7,8,1,4,6,1994.0,4,2,409,4,4,3,143,46,0,0,0,0,-1,-1,3,500,10,2008,10,6,194500
793,-1.0,3.0,70.0,8400,2,-1,4,4,4,5,3,5.0,7,7,5.0,5,6,6,1980,1981,5,7,11.0,11.0,4,130.0,3,3,5,5,4,2,2,0,0,650,650,5,3,2,5,888,676,0,1564,0,0,2,1,3,1,3,7,8,1,4,6,1980.0,2,2,476,4,4,3,0,50,0,0,204,0,-1,4,-1,0,4,2010,10,6,171000
794,-1.0,3.0,71.0,8197,2,-1,4,4,4,5,3,6.0,7,7,5.0,8,6,5,1977,1977,5,7,7.0,7.0,4,148.0,3,3,5,4,4,2,2,0,0,660,660,5,5,2,5,1285,0,0,1285,0,0,1,1,3,1,3,7,8,1,4,6,1977.0,3,2,528,4,4,3,138,0,0,0,0,0,-1,4,-1,0,4,2007,10,6,143500
795,-1.0,3.0,57.0,7677,2,-1,4,4,4,5,3,-1.0,7,7,5.0,8,5,5,1953,1953,5,7,3.0,3.0,-1,0.0,3,3,5,4,4,2,5,570,0,203,773,5,4,2,5,773,0,0,773,0,0,1,0,2,1,3,4,8,0,-1,6,1953.0,2,1,240,4,4,3,0,0,0,0,0,0,-1,-1,-1,0,4,2008,10,5,110000
796,-1.0,3.0,104.0,13518,2,-1,4,4,4,5,3,10.0,7,7,5.0,5,9,5,2008,2009,3,7,3.0,3.0,1,860.0,5,3,4,6,4,2,2,0,0,1926,1926,5,5,2,5,1966,1174,0,3140,0,0,3,1,4,1,5,11,8,2,5,4,2009.0,4,3,820,4,4,3,144,78,0,0,0,0,-1,-1,-1,0,7,2009,7,1,485000
797,-1.0,3.0,60.0,7200,2,-1,4,4,4,4,3,7.0,8,7,5.0,7,5,7,1937,1950,5,7,-1.0,-1.0,4,252.0,3,3,6,5,4,2,6,569,0,162,731,5,5,2,5,981,787,0,1768,1,0,1,1,3,1,4,7,8,2,4,2,1939.0,2,1,240,4,4,3,0,0,264,0,0,0,-1,4,-1,0,6,2007,10,6,175000
798,-1.0,3.0,79.0,12798,2,-1,3,2,4,5,2,21.0,8,7,5.0,5,6,5,1997,1997,5,7,3.0,3.0,-1,0.0,3,3,4,5,4,5,7,462,0,154,616,5,4,2,5,616,1072,0,1688,1,0,2,1,4,1,4,8,8,0,-1,6,1997.0,3,2,603,4,4,3,403,114,185,0,0,0,-1,-1,3,400,5,2008,10,6,200000
799,-1.0,1.0,40.0,4800,2,-1,4,4,4,5,3,16.0,7,7,5.0,8,4,7,1916,1990,5,7,9.0,9.0,-1,0.0,3,3,5,4,4,2,3,197,0,999,1196,5,5,2,4,1196,0,0,1196,1,0,1,0,2,1,3,5,8,0,-1,2,1957.0,2,2,440,4,4,3,0,0,0,0,0,0,-1,-1,-1,0,7,2007,10,6,109900
800,-1.0,3.0,63.0,8199,2,-1,4,4,4,5,3,20.0,7,7,5.0,5,7,5,2005,2005,5,7,1.0,-1.0,-1,0.0,4,3,4,5,4,4,7,648,0,80,728,5,5,2,5,728,728,0,1456,1,0,2,1,3,1,4,7,8,1,5,6,2005.0,4,2,410,4,4,3,36,18,0,0,0,0,-1,-1,-1,0,10,2008,10,6,189000
801,-1.0,3.0,107.0,13891,2,-1,4,4,4,5,3,10.0,7,7,5.0,5,9,5,2008,2009,3,7,3.0,3.0,1,424.0,5,3,4,6,4,5,2,0,0,1734,1734,5,5,2,5,1734,1088,0,2822,0,0,3,1,4,1,5,12,8,1,5,4,2009.0,3,3,1020,4,4,3,52,170,0,0,192,0,-1,-1,-1,0,1,2009,7,1,582933
802,-1.0,3.0,75.0,9000,2,-1,4,4,4,5,3,-1.0,7,7,5.0,8,5,5,1954,1954,5,7,-1.0,-1.0,-1,0.0,3,3,5,4,4,2,3,812,0,124,936,5,3,2,5,1128,0,0,1128,0,0,1,0,2,1,3,5,7,0,-1,6,1954.0,2,1,286,4,4,3,0,0,0,0,0,0,-1,3,-1,0,6,2006,10,2,118000
803,-1.0,3.0,91.0,12274,2,-1,3,4,4,2,3,4.0,7,7,5.0,8,7,5,2008,2008,5,7,3.0,3.0,1,256.0,4,3,4,5,4,2,2,0,0,1417,1417,5,5,2,5,1428,0,0,1428,0,0,2,0,3,1,5,6,8,0,-1,6,2008.0,3,2,554,4,4,3,0,60,0,0,0,0,-1,-1,-1,0,7,2008,7,1,227680
804,-1.0,3.0,75.0,9750,2,-1,4,4,4,5,3,-1.0,7,7,5.0,1,5,5,1967,1967,5,7,3.0,3.0,-1,0.0,3,3,4,4,4,4,6,400,480,100,980,5,4,2,5,980,0,0,980,0,0,2,0,3,1,3,6,8,0,-1,6,1967.0,4,1,384,4,4,3,68,0,0,0,0,0,-1,-1,-1,0,10,2006,10,6,135500
805,-1.0,3.0,144.0,21384,2,-1,4,4,4,5,3,22.0,7,7,5.0,5,5,6,1923,2004,5,7,-1.0,-1.0,-1,0.0,3,3,5,4,4,5,7,1309,0,15,1324,5,5,2,5,1072,504,0,1576,2,0,1,1,3,1,4,6,8,1,4,6,1923.0,3,2,528,4,4,3,0,312,0,0,0,0,-1,-1,-1,0,5,2009,10,6,223500
806,-1.0,3.0,85.0,13400,2,-1,4,4,4,5,3,-1.0,7,7,5.0,1,5,5,1966,1966,5,7,3.0,3.0,4,1047.0,3,3,5,4,4,4,6,516,128,380,1024,5,3,2,5,1086,0,0,1086,1,0,1,0,3,1,3,6,8,1,5,6,1966.0,3,2,484,4,4,3,0,0,0,0,0,0,-1,3,-1,0,6,2006,10,6,159950
807,-1.0,1.0,90.0,8100,2,-1,4,4,4,4,3,8.0,7,7,5.0,3,5,5,1898,1965,3,7,17.0,17.0,-1,0.0,3,3,4,4,4,2,2,0,0,849,849,5,3,1,4,1075,1063,0,2138,0,0,2,0,2,3,3,11,8,0,-1,2,1910.0,2,2,360,3,2,1,40,156,0,0,0,0,-1,4,-1,0,11,2009,10,6,106000
808,-1.0,3.0,78.0,10140,2,-1,4,4,4,5,3,9.0,7,7,5.0,8,6,6,1974,1999,3,7,11.0,11.0,4,99.0,3,3,5,4,4,2,6,663,377,0,1040,5,2,2,5,1309,0,0,1309,1,0,1,1,3,1,4,5,8,1,3,6,1974.0,3,2,484,4,4,3,265,0,0,0,0,648,2,5,-1,0,1,2006,10,6,181000
809,-1.0,1.0,69.0,4438,2,-1,4,4,4,5,3,20.0,7,7,2.0,8,6,5,2004,2004,5,7,3.0,3.0,4,169.0,4,3,4,5,4,5,7,662,0,186,848,5,5,2,5,848,0,0,848,1,0,1,0,1,1,4,4,8,1,5,6,2004.0,4,2,420,4,4,3,140,0,0,0,0,0,-1,-1,-1,0,6,2008,2,6,144500
810,-1.0,-1.0,66.0,8712,1,-1,4,3,4,5,2,16.0,7,7,5.0,8,5,5,1952,1952,3,7,-1.0,-1.0,-1,0.0,2,3,5,4,4,4,2,0,0,540,540,5,3,1,4,1044,0,0,1044,0,0,1,0,2,1,2,4,8,0,-1,5,1952.0,2,2,504,4,4,1,0,0,0,0,0,0,-1,-1,3,54,6,2010,10,3,55993
811,-1.0,3.0,75.0,9750,2,-1,4,4,4,5,3,-1.0,7,7,5.0,8,6,6,1958,1958,5,7,9.0,9.0,4,243.0,3,3,5,4,4,2,4,608,0,834,1442,5,4,2,5,1442,0,0,1442,0,0,1,1,4,1,3,7,8,0,-1,6,1958.0,3,1,301,4,4,3,0,0,275,0,0,0,-1,-1,3,500,4,2007,6,6,157900
812,-1.0,3.0,45.0,8248,2,2,4,4,4,5,3,18.0,7,7,5.0,7,5,7,1918,1950,5,7,4.0,4.0,-1,0.0,3,3,6,4,4,2,2,0,0,686,686,4,4,2,5,686,564,0,1250,0,1,1,1,3,1,2,7,8,0,-1,2,1955.0,2,1,280,4,4,2,207,0,96,0,0,0,-1,-1,-1,0,7,2006,10,6,116000
813,-1.0,3.0,48.0,12137,2,-1,2,4,4,3,3,20.0,7,7,5.0,8,7,5,1998,1998,5,7,3.0,3.0,4,442.0,3,3,4,5,4,2,2,0,0,1649,1649,5,5,2,5,1661,0,0,1661,0,0,2,0,3,1,4,6,8,0,-1,6,1998.0,3,2,598,4,4,3,0,34,0,0,0,0,-1,-1,-1,0,5,2010,10,6,224900
814,-1.0,3.0,69.0,11425,2,-1,3,4,4,4,3,-1.0,7,7,5.0,8,5,6,1954,1954,5,7,14.0,14.0,-1,0.0,3,3,5,4,4,2,5,486,0,522,1008,5,4,2,5,1008,0,0,1008,0,0,1,0,2,1,3,4,8,1,5,6,1954.0,3,1,275,4,4,3,0,0,120,0,0,0,-1,-1,-1,0,7,2006,10,6,137000
815,-1.0,3.0,69.0,13265,2,-1,3,4,4,3,3,14.0,7,7,5.0,8,8,5,2002,2002,3,7,12.0,-1.0,4,148.0,4,3,4,5,4,2,7,1218,0,350,1568,5,5,2,5,1689,0,0,1689,1,0,2,0,3,1,4,7,8,2,5,6,2002.0,3,3,857,4,4,3,150,59,0,0,0,0,-1,-1,-1,0,7,2008,10,6,271000
816,-1.0,3.0,80.0,8816,2,-1,4,4,4,5,3,21.0,7,7,5.0,1,6,7,1971,1971,5,7,11.0,11.0,4,80.0,3,3,5,4,4,4,7,504,0,506,1010,5,4,2,5,1052,0,0,1052,1,0,1,0,3,1,3,6,8,0,-1,6,1971.0,2,2,440,4,4,3,0,0,0,0,0,0,-1,4,-1,0,6,2010,10,6,155000
817,-1.0,3.0,44.0,6371,2,-1,3,4,4,5,3,10.0,7,7,2.0,8,7,5,2009,2010,5,7,3.0,3.0,1,128.0,4,3,4,5,4,3,7,733,0,625,1358,5,5,2,5,1358,0,0,1358,1,0,2,0,2,1,4,6,8,1,5,6,2010.0,3,2,484,4,4,3,192,35,0,0,0,0,-1,-1,-1,0,6,2010,7,1,224000
818,-1.0,3.0,72.0,7226,2,-1,3,4,4,3,3,20.0,7,7,5.0,5,7,5,2003,2003,5,7,3.0,3.0,-1,0.0,4,3,4,5,4,2,2,0,0,798,798,5,5,2,5,798,842,0,1640,0,0,2,1,3,1,4,6,8,0,-1,6,2003.0,3,2,595,4,4,3,0,45,0,0,0,0,-1,-1,-1,0,6,2008,10,6,183000
819,-1.0,1.0,60.0,6000,2,3,4,3,4,5,2,8.0,7,7,-1.0,8,4,4,1953,1953,5,7,9.0,9.0,-1,0.0,2,3,5,3,4,2,2,0,0,936,936,5,3,1,5,936,0,0,936,0,0,1,0,2,1,3,4,6,0,-1,2,1974.0,2,2,576,4,4,3,0,32,112,0,0,0,-1,-1,-1,0,2,2009,10,6,93000
820,-1.0,3.0,69.0,12394,2,-1,3,4,4,4,3,17.0,7,7,5.0,5,7,5,2003,2003,5,7,3.0,3.0,-1,0.0,4,3,4,5,4,5,2,0,0,847,847,5,5,2,5,847,886,0,1733,0,0,2,1,3,1,4,7,8,1,5,4,2003.0,4,2,433,4,4,3,100,48,0,0,0,0,-1,-1,-1,0,10,2007,10,2,225000
821,-1.0,3.0,60.0,9900,2,-1,4,4,4,5,3,7.0,7,7,5.0,7,6,7,1940,1950,5,7,3.0,3.0,-1,0.0,3,3,6,4,4,2,2,0,0,778,778,5,3,2,5,944,545,0,1489,0,0,2,0,3,1,3,7,8,1,5,2,1940.0,2,1,240,4,4,3,335,0,0,0,0,0,-1,3,-1,0,7,2009,10,6,139500
822,-1.0,6.0,81.0,11216,2,-1,4,4,4,5,3,4.0,7,7,5.0,8,8,5,2006,2006,5,7,3.0,3.0,-1,0.0,4,3,4,5,5,2,2,0,0,1489,1489,5,5,2,5,1489,0,0,1489,0,0,2,0,3,1,4,7,8,1,5,6,2006.0,3,2,776,4,4,3,0,140,0,0,0,0,-1,-1,-1,0,6,2006,7,1,232600
823,-1.0,3.0,114.0,14803,2,-1,4,4,4,5,3,10.0,4,4,5.0,8,10,5,2007,2008,3,7,12.0,-1.0,4,816.0,5,3,4,6,4,4,7,1636,0,442,2078,5,5,2,5,2084,0,0,2084,1,0,2,0,2,1,5,7,8,1,5,6,2007.0,4,3,1220,4,4,3,188,45,0,0,0,0,-1,-1,-1,0,6,2008,7,1,385000
824,-1.0,1.0,50.0,6130,2,-1,4,4,4,5,3,22.0,7,7,5.0,6,5,6,1924,1950,5,7,9.0,9.0,-1,0.0,3,3,6,4,4,2,6,784,0,0,784,5,4,2,5,784,0,0,784,1,0,1,0,2,1,4,5,8,0,-1,-1,1980.0,-1,0,0,-1,-1,3,0,0,116,0,0,0,-1,-1,-1,0,5,2008,10,6,109500
825,-1.0,3.0,65.0,8529,2,-1,3,4,4,5,3,5.0,7,7,5.0,8,7,5,2001,2001,5,7,3.0,3.0,-1,0.0,4,3,4,5,4,2,7,20,0,1434,1454,5,5,2,5,1434,0,0,1434,0,0,2,0,3,1,4,6,8,1,4,6,2001.0,3,2,527,4,4,3,290,39,0,0,0,0,-1,-1,-1,0,4,2009,10,6,189000
826,-1.0,3.0,69.0,28698,2,-1,2,1,4,3,1,21.0,7,7,5.0,5,5,5,1967,1967,6,3,7.0,7.0,-1,0.0,3,3,4,4,5,5,3,249,764,0,1013,5,3,2,5,1160,966,0,2126,0,1,2,1,3,1,3,7,6,0,-1,6,1967.0,4,2,538,4,4,3,486,0,0,0,225,0,-1,-1,-1,0,6,2009,10,5,185000
827,-1.0,6.0,24.0,2544,2,3,4,4,4,5,3,4.0,7,7,-1.0,5,7,5,2005,2005,5,7,9.0,9.0,-1,0.0,4,3,4,5,4,2,2,0,0,600,600,5,5,2,5,520,623,80,1223,0,0,2,1,2,1,4,4,8,0,-1,2,2005.0,3,2,480,4,4,3,0,166,0,0,0,0,-1,-1,-1,0,7,2006,10,6,147400
828,-1.0,3.0,80.0,11900,2,-1,3,4,4,4,3,-1.0,7,7,5.0,8,6,5,1957,1957,5,7,11.0,11.0,4,387.0,3,3,5,4,4,2,4,1040,0,352,1392,5,3,2,4,1392,0,0,1392,1,0,1,1,3,1,3,6,8,2,5,6,1957.0,3,2,458,4,4,3,0,0,0,0,192,0,-1,-1,-1,0,6,2008,10,6,166000
829,-1.0,6.0,30.0,3180,2,3,4,4,4,5,3,4.0,7,7,2.0,5,7,5,2005,2005,5,7,9.0,9.0,-1,0.0,3,3,4,5,4,2,2,0,0,600,600,5,5,2,5,520,600,80,1200,0,0,2,1,2,1,4,4,8,0,-1,2,2005.0,3,2,480,4,4,3,0,166,0,0,0,0,-1,-1,-1,0,6,2006,10,6,151000
830,-1.0,3.0,44.0,9548,2,-1,3,4,4,3,3,20.0,7,7,5.0,5,7,6,2003,2003,5,7,3.0,3.0,4,223.0,4,3,4,5,4,2,7,483,0,458,941,5,5,2,5,941,888,0,1829,1,0,2,1,3,1,4,7,8,1,4,6,2003.0,3,2,613,4,4,3,192,39,0,0,0,0,-1,-1,-1,0,1,2010,10,6,237000
831,-1.0,3.0,100.0,10004,2,-1,4,4,4,5,3,-1.0,7,7,5.0,8,6,6,1964,1964,5,7,11.0,7.0,4,180.0,3,3,5,4,4,2,4,196,345,975,1516,5,3,2,5,1516,0,0,1516,0,0,1,1,3,1,3,6,8,0,-1,6,1964.0,3,2,472,4,4,3,0,0,0,0,152,0,-1,-1,-1,0,2,2009,10,6,167000
832,-1.0,3.0,75.0,7875,2,-1,4,4,4,5,3,-1.0,7,7,5.0,8,5,6,1961,1961,5,7,3.0,3.0,4,136.0,3,3,5,4,4,2,4,572,0,572,1144,5,4,2,5,1144,0,0,1144,1,0,1,0,3,1,3,6,8,0,-1,6,1961.0,2,2,456,4,4,3,0,0,0,0,0,0,-1,3,-1,0,9,2008,10,6,139950
833,-1.0,3.0,60.0,9600,2,-1,4,4,4,5,3,6.0,7,7,5.0,8,4,7,1950,1995,5,7,3.0,11.0,-1,0.0,3,3,5,5,4,2,5,442,0,625,1067,5,3,2,5,1067,0,0,1067,0,0,2,0,2,1,4,4,6,0,-1,6,1996.0,2,2,436,4,4,3,290,0,0,0,0,0,-1,-1,-1,0,2,2010,10,6,128000
834,-1.0,1.0,90.0,8100,2,3,4,4,4,5,3,8.0,7,7,5.0,8,5,6,1948,1973,5,7,3.0,3.0,-1,0.0,3,3,6,4,4,2,4,338,0,1221,1559,5,4,2,5,1559,0,0,1559,1,0,1,0,2,1,3,5,6,0,-1,2,1948.0,2,2,812,4,4,3,0,116,230,0,0,0,-1,3,-1,0,6,2007,6,6,153500
835,-1.0,1.0,21.0,1680,2,-1,4,4,4,5,3,23.0,7,7,-1.0,5,6,5,1973,1973,5,7,11.0,11.0,4,158.0,3,3,5,4,4,2,5,330,0,153,483,5,3,2,5,483,504,0,987,1,0,1,1,2,1,3,5,8,0,-1,2,1973.0,2,1,264,4,4,3,0,0,0,0,0,0,-1,-1,-1,0,11,2008,10,6,100000
836,-1.0,3.0,75.0,9525,2,-1,4,4,4,5,3,20.0,7,7,5.0,8,5,6,1995,2006,5,7,3.0,3.0,-1,0.0,3,3,4,5,4,2,2,0,0,1099,1099,5,5,2,5,1099,0,0,1099,0,0,1,1,3,1,4,6,8,0,-1,6,1999.0,2,1,352,4,4,3,278,0,0,0,0,0,-1,-1,-1,0,6,2008,10,6,144000
837,-1.0,3.0,70.0,11767,2,-1,4,4,4,5,3,18.0,7,7,5.0,7,5,6,1946,1995,5,7,9.0,9.0,-1,0.0,3,3,5,4,4,2,5,352,0,416,768,5,5,2,5,768,432,0,1200,0,0,1,0,3,1,3,6,8,0,-1,2,1946.0,2,1,240,4,4,3,0,0,0,0,0,0,-1,-1,-1,0,5,2008,10,6,130500
838,-1.0,4.0,69.0,12155,2,-1,3,4,4,5,3,7.0,7,7,5.0,5,6,8,1925,1950,5,7,-1.0,-1.0,-1,0.0,3,3,6,4,4,2,5,156,0,516,672,5,3,1,5,810,672,0,1482,0,0,2,0,4,1,2,7,8,0,-1,2,1934.0,2,1,400,4,4,2,0,0,254,0,0,0,-1,-1,-1,0,3,2008,10,6,140000
839,-1.0,1.0,60.0,10440,2,2,4,4,4,5,3,8.0,7,7,5.0,5,5,8,1904,2002,5,7,9.0,9.0,-1,0.0,3,3,4,4,4,2,2,0,0,650,650,5,4,2,5,958,581,0,1539,0,0,2,0,3,1,4,8,8,1,2,2,1983.0,2,2,686,5,4,2,70,78,68,0,0,0,-1,-1,-1,0,6,2008,10,6,157500
840,-1.0,3.0,82.0,9020,2,-1,4,4,4,5,3,-1.0,7,7,5.0,1,6,7,1966,1966,5,7,11.0,11.0,4,183.0,3,3,5,4,4,5,4,312,539,276,1127,5,3,2,5,1165,0,0,1165,1,0,1,1,3,1,3,6,8,0,-1,6,1966.0,3,2,490,5,5,3,0,129,0,0,0,0,-1,5,-1,0,5,2008,10,6,174900
841,-1.0,3.0,80.0,8000,2,-1,4,4,4,4,3,-1.0,9,7,-1.0,8,5,4,1961,1961,5,7,14.0,14.0,-1,0.0,3,3,5,4,4,2,2,0,0,1800,1800,5,5,1,5,1800,0,0,1800,0,0,2,0,6,2,3,10,8,0,-1,-1,1980.0,-1,0,0,-1,-1,3,0,0,0,0,0,0,-1,-1,-1,0,7,2007,10,6,141000
842,-1.0,1.0,100.0,12665,2,2,3,4,4,5,3,8.0,9,7,5.0,7,5,8,1915,1950,5,7,-1.0,-1.0,-1,0.0,3,3,6,4,4,3,2,0,0,876,876,5,4,2,5,876,540,0,1416,0,0,1,1,4,1,3,7,8,1,5,2,1949.0,2,3,720,4,4,3,418,0,194,0,0,0,-1,-1,-1,0,6,2008,10,6,153900
843,-1.0,3.0,69.0,16647,2,-1,3,4,4,3,3,6.0,1,7,5.0,2,5,5,1975,1981,5,7,11.0,11.0,-1,0.0,3,3,5,5,4,5,6,1390,0,0,1390,5,3,2,5,1701,0,0,1701,1,0,2,0,3,1,3,6,6,2,4,5,1975.0,4,2,611,4,4,3,0,0,0,0,0,0,-1,-1,-1,0,1,2007,10,6,171000
844,-1.0,3.0,75.0,9317,2,-1,4,4,4,5,3,5.0,7,7,5.0,5,7,5,1993,1993,5,7,11.0,11.0,4,137.0,4,3,4,5,4,2,6,513,0,227,740,5,5,2,5,1006,769,0,1775,1,0,2,1,3,1,4,7,8,1,4,6,1993.0,2,2,425,4,4,3,234,72,192,0,0,0,-1,-1,-1,0,7,2009,10,6,213000
845,-1.0,3.0,36.0,15523,2,-1,3,4,4,3,3,20.0,7,7,5.0,8,5,6,1972,1972,5,7,11.0,7.0,-1,0.0,3,3,5,4,4,4,5,460,0,404,864,5,5,2,5,864,0,0,864,1,0,1,0,3,1,3,5,8,1,3,6,1972.0,2,1,338,4,4,3,0,0,0,0,0,0,-1,-1,-1,0,8,2009,10,6,133500
846,-1.0,3.0,75.0,45600,2,-1,2,3,4,5,3,21.0,7,7,5.0,7,6,8,1908,1997,5,7,-1.0,-1.0,-1,0.0,3,3,6,4,4,2,2,0,0,907,907,5,3,2,5,1307,1051,0,2358,0,0,3,0,5,1,3,10,8,1,5,2,1908.0,2,2,360,3,4,3,486,40,0,0,175,0,-1,-1,-1,0,9,2008,10,6,240000
